"ccn","RPT_REC_NUM","S100001_00100_00100","S100001_00200_00100","S100001_00700_00100","S100001_00800_00100","S100001_03100_00100","S100001_02600_00100","S100001_03000_00100","S100001_02000_00100","S100001_02000_00300","S100001_02300_00100","S100001_02300_00300","S100001_02000_00200","S100001_02300_00200","C000001_20200_00600","C000001_20200_00700","C000001_20200_00800","zipcode","hosp_name","address"
"501334",777015,0.725082,1008234,1493565,485331,1486742,1002879,1001411,423724,423724,307235,307235,NA,NA,7158717,40026504,47185221,"98816","LAKE CHELAN COMMUNITY HOSPITAL","503 E HIGHLAND_CHELAN_WA"
"670068",777023,0.229195,5191356,6697892,NA,7462045,15208306,7462045,16128769,16455029,3696633,3963301,326260,266668,279787235,392102375,671889610,"75028-","PRESBYTERIAN HOSP FLOWER MOUND","4400 LONG PRAIRIE ROAD_FLOWER MOUND_TX"
"031300",777027,0.320446,2810174,4468755,1658581,3305687,4438239,1647106,579171,611287,185593,217709,32116,32116,5050872,125615887,130666759,"85390","WICKENBURG COMMUNITY HOSPITAL","520 ROSE LANE_WICKENBURG_AZ"
"050378",777030,0.463895,32351425,60939002,20979523,22144011,1909964,1164488,411616,520524,190947,299855,108908,108908,142852031,33901412,176753443,"91352-1421","PACIFICA HOSPITAL OF THE VALLEY","9449 SAN FERNANDO ROAD_SUN VALLEY_CA"
"050390",777031,0.195819,28238582,45730082,NA,2796627,12885257,2796627,569747,576644,111567,118464,6897,6897,500088511,272150407,772238918,"92543","HEMET VALLEY MEDICAL CENTER","1117 EAST DEVONSHIRE AVENUE_HEMET_CA"
"050763",777036,0.242807,21135646,21658624,NA,315922,902635,315922,NA,NA,NA,NA,NA,NA,290748720,36899536,327648256,"92006-5421","L A DOWNTOWN MEDICAL CENTER","1711 WEST TEMPLE STREET_LOS ANGELES_CA"
"061304",777038,0.904468,1049962,2663629,1613667,1825990,113116,162069,90867,90867,81719,81719,NA,NA,5039765,9196764,14236529,"80731-2737","HAXTUN HOSPITAL DISTRICT","235 WEST FLETCHER STREET_HAXTUN_CO"
"100131",777044,0.078549,12186529,25779265,NA,24485716,27483247,24409770,245715439,253753272,19300702,21797414,8037833,2496712,2422519141,1078194934,3500714075,"33180","HCA FLORIDA AVENTURA HOSPITAL","2801 NE 209TH ST AT BISCAYNE BLVD_MIAMI_FL"
"130028",777050,0.152076,55816017,50538235,NA,4907553,17280461,4907553,12133907,12610119,1844373,2173818,476212,329445,811268748,993564167,1804832915,"83201-5175","PORTNEUF MEDICAL CENTER","777 HOSPITAL WAY_POCATELLO_ID"
"140103",777055,0.694751,24615329,61207890,36592561,42387263,559681,5794702,7288837,7698102,5063927,5472673,409265,408746,78036000,75457116,153493116,"60621","ST. BERNARD HOSPITAL","326 W 64TH STREET_CHICAGO_IL"
"141309",777058,0.589805,1992302,3535446,1543144,2174577,834410,631433,122699,230204,72368,155295,107505,82927,6553661,42073888,48627549,"61530","CARLE EUREKA HOSPITAL","101 SOUTH MAJOR STREET_EUREKA_IL"
"141316",777059,0.463456,17898753,20409891,2511138,5104728,3053461,2593590,2712145,2712145,1256960,1256960,NA,NA,10903266,146554500,157457766,"60942","HOOPESTON COMMUNITY MEMORIAL HOSPITA","701 EAST ORANGE_HOOPSETON_IL"
"150166",777061,0.091851,329733,761482,431749,636667,2183590,202456,20591,20591,1891,1891,NA,NA,256798687,231010431,487809118,"46307","PINNACLE HOSPITAL","9301 CONNECTICUT DRIVE_CROWN POINT_IN"
"150172",777062,0.219574,3329475,3011966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102800453,124758419,227558872,"47150","PHYSICIANS MEDICAL CENTER","4023 REES LANE_NEW ALBANY_IN"
"150177",777063,0.211018,447572,452035,4463,146098,NA,141635,556526,580724,117437,141635,24198,24198,30058803,273917610,303976413,"46545","UNITY PHYSICIANS HOSPITAL","4455 EDISON LAKES PARKWAY_MISHAWAKA_IN"
"161306",777065,0.514953,3814189,4373906,559717,1484627,1026099,924910,NA,402099,NA,402099,402099,402099,4948142,77767338,82715480,"52205","JONES REGIONAL MEDICAL CTR","1795 HIGHWAY 64 EAST_ANAMOSA_IA"
"170009",777066,0.162163,1586648,2570388,946521,998660,148969,52139,NA,NA,NA,NA,NA,NA,48979880,125281416,174261296,"66048","SAINT JOHN HOSPITAL","3500 SOUTH FOURTH STREET_LEAVENWORTH_KS"
"170017",777067,0.337353,1314795,1005703,NA,6252069,4991606,6252069,6204959,10258421,1664735,4566891,4053462,2902156,14861405,71501528,86362933,"67042-","SUSAN B. ALLEN MEMORIAL HOSPITAL","720 W. CENTRAL_EL DORADO_KS"
"170188",777069,0.202185,18084,34282,16198,271617,1248050,255419,NA,3082,NA,3082,3082,3082,53542350,298210067,351752417,"66211","KANSAS CITY ORTHOPAEDIC INSTITUTE","3651 COLLEGE BOULEVARD_LEAWOOD_KS"
"170197",777070,0.310332,1715906,1852620,136714,1195217,3410872,1058503,NA,NA,NA,NA,NA,NA,53851641,79032270,132883911,"67002","KANSAS MEDICAL CENTER","1124 W 21ST STREET_ANDOVER_KS"
"170204",777072,0.444191,596623,1878741,1282118,3068100,3109126,1785982,166952,666751,61474,404936,499799,343462,21075641,58948789,80024430,"67037","ROCK REGIONAL HOSPITAL","3251 N ROCK RD_DERBY_KS"
"171311",777073,0.602079,268879,975480,706601,1293191,836417,586590,47228,165379,28435,146586,118151,118151,4675447,25699720,30375167,"67663","ROOKS COUNTY HEALTH CENTER","1210 N. WASHINGTON_PLAINVILLE_KS"
"171321",777074,0.895903,2546487,2267821,NA,661901,754382,661901,7026,13820,6295,13089,6794,6794,3807571,12906023,16713594,"67864-0820","MEADE DISTRICT HOSPITAL","510 E. CARTHAGE_MEADE_KS"
"171323",777075,2.168736,91533,872329,780796,1137890,168400,357094,NA,460,NA,460,460,460,1997694,3828831,5826525,"67578","STAFFORD COUNTY HOSPITAL","502 SOUTH BUCKEYE_STAFFORD_KS"
"171383",777076,0.447918,4250164,5905853,1655689,4093824,4988670,2438135,303234,419864,135824,252454,116630,116630,18674892,73636557,92311449,"67156","WILLIAM NEWTON MEMORIAL HOSPITAL","1300 EAST FIFTH_WINFIELD_KS"
"191326",777081,0.645435,2597282,2128191,NA,693100,1060756,693100,13094,13094,8451,8451,NA,NA,4700332,14837181,19537513,"71222","REEVES MEMORIAL MEDICAL CENTER","401 FIRST ST._BERNICE_LA"
"230031",777089,0.144806,7308078,10923103,NA,1111821,4681265,1111821,1714298,1739979,248241,273922,25681,25681,139779491,249361803,389141294,"48060","LAKE HURON MEDICAL CENTER","2601 ELECTRIC AVE_PORT HURON_MI"
"230104",777090,0.155255,77339649,116889910,NA,5286042,13784437,5286042,17917964,17918191,2781794,2782021,227,227,1017911923,1102027587,2119939510,"48201","HARPER- HUTZEL HOSPITAL","3990 JOHN R_DETROIT_MI"
"230121",777091,0.220019,19109677,32432411,13322734,15545152,7281260,2222418,1559871,1779172,343201,562502,219301,219301,244996620,758514661,1003511281,"48867","MEMORIAL HEALTHCARE","826 WEST KING STREET_OWOSSO_MI"
"230244",777093,0.168975,22132346,28548237,NA,2613502,11751121,2613502,2629309,2646138,444287,461116,16829,16829,352130358,291957600,644087958,"48135","GARDEN CITY HOSPITAL OSTEOPATHIC","6245 INKSTER ROAD_GARDEN CITY_MI"
"251339",777103,0.58622,136006,474679,338673,1486931,1963057,1148258,NA,NA,NA,NA,NA,NA,NA,9610761,9610761,"38646","QUITMAN COMMUNITY HOSPITAL","340 GETWELL DRIVE_MARKS_MS"
"260216",777104,0.135699,20397959,23340655,2942696,8859563,13627625,5916867,25493994,26228511,3459509,3969593,734517,510084,986972155,982651402,1969623557,"64086","ST. LUKES EAST - LEES SUMMIT","100 N.E. ST. LUKES BOULEVARD_LEES SUMMIT_MO"
"270014",777106,0.365503,25673530,43154934,NA,5293936,2756221,5293936,7597871,9164072,2777045,4298381,1566201,1521336,415738506,496580460,912318966,"59802","ST PATRICK HOSPITAL","500 W. BROADWAY ST_MISSOULA_MT"
"270086",777107,0.241652,6190871,13565373,7374502,7374502,NA,NA,NA,NA,NA,NA,NA,NA,93953040,352621489,446574529,"59405-","GREAT FALLS CLINIC MEDICAL CENTER","1411 9TH STREET SOUTH_GREAT FALLS_MT"
"271333",777109,0.783839,274842,253409,NA,107477,39278,107477,75590,94055,59250,77715,18465,18465,2523808,3954494,6478302,"59644","BILLINGS CLINIC BROADWATER","110 NORTH OAK STREET_TOWNSEND_MT"
"281345",777113,0.707884,1167828,1778510,610682,1447113,679672,836431,284724,438474,201552,355302,153750,153750,5300744,30075590,35376334,"68787-1299","PROVIDENCE MEDICAL CENTER","1200 PROVIDENCE ROAD_WAYNE_NE"
"310092",777114,0.051201,62434216,92412855,NA,44401721,94154949,44401721,773136274,773193590,39219650,39276966,57316,57316,3575198931,2675106875,6250305806,"08638","CAPITAL HEALTH REGIONAL MEDICAL CTR","750 BRUNSWICK AVENUE_TRENTON_NJ"
"330234",777115,0.146653,340128117,478384748,97069702,128255265,23227487,19765848,108352395,108680788,15890019,16218412,328393,328393,7724268121,2854222410,10578490531,"10595","WESTCHESTER MEDICAL CENTER","WESTCHESTER MEDICAL CENTER_VALHALLA_NY"
"370037",777119,0.173808,43914849,130277434,86362585,108328460,32043568,21965875,75446888,78448755,13113273,16115140,3001867,3001867,1462879680,2262465824,3725345504,"73101","ST ANTHONY HOSPITAL","1000 NORTH LEE_OKLAHOMA CITY_OK"
"380047",777122,0.349998,91943759,116953087,25009328,61731661,65257087,36722333,11728672,21506143,4105012,13882483,9777471,9777471,1094600571,1122226080,2216826651,"97701","ST CHARLES MEDICAL CENTER","2500 NE NEFF ROAD_BEND_OR"
"381313",777123,0.407986,8876594,9974687,1098093,2825256,1834898,1727163,673204,1377468,274658,978922,704264,704264,13777363,97411401,111188764,"97754-","ST. CHARLES MED CTR - PRINEVILLE","384 SE COMBS FLAT ROAD_PRINEVILLE_OR"
"420027",777126,0.162855,9030176,6912209,NA,23947210,56544090,23947210,88875250,89004737,14360966,14476337,129487,115371,1235050912,1309082421,2544133333,"29621-","ANMED HEALTH","800 NORTH FANT STREET_ANDERSON_SC"
"431322",777130,0.615706,1363859,1376616,12757,1457767,2204934,1445010,165130,171061,101332,106901,5931,5569,13688435,32292805,45981240,"57747","FALL RIVER HOSPITAL","1201 HWY 71 SOUTH_HOT SPRINGS_SD"
"450653",777132,0.201929,6607925,4778908,NA,4081965,5329934,4058936,14693002,14693002,2966943,2966943,NA,NA,44511610,134169668,178681278,"79720","SCENIC MOUNTAIN MEDICAL CENTER","1601 W 11TH PLACE_BIG SPRING_TX"
"450688",777134,0.124013,19983775,18159935,NA,17861792,53458020,17861792,88422728,88422728,10965568,10965568,NA,NA,420536457,299428424,719964881,"75149","DALLAS REGIONAL MEDICAL CENTER","1011 NORTH GALLOWAY_MESQUITE_TX"
"500054",777146,0.268345,154668953,239286842,71074305,309229278,6041758,12411715,27163442,31730439,7289174,10669693,4566997,3380519,2212164106,1125783734,3337947840,"99220-2555","PROV SACRED HEART MEDICAL CENTER","101 W. 8TH AVE._SPOKANE_WA"
"500058",777147,0.262058,69026903,121763692,46764520,62555767,8782754,15791247,42733761,45164880,11198724,13330710,2431119,2131986,1073139321,1302144249,2375283570,"99352-","KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BOULEVARD_RICHLAND_WA"
"500060",777148,0.221386,9492830,16088530,3416682,5669582,5158860,2252900,1366498,2151151,302524,1087177,784653,784653,99468743,209213153,308681896,"98223","CASCADE VALLEY HOSPITAL","330 S. STILLAGUAMISH AVE._ARLINGTON_WA"
"500072",777149,0.472659,26127209,32497309,6370100,12037875,6271156,5667775,2294809,4135498,1084662,2925351,1840689,1840689,107867410,357967003,465834413,"98362","OLYMPIC MEDICAL CENTER","939 CAROLINE STREET_PORT ANGELES_WA"
"500124",777150,0.331503,25950317,68438811,27135971,45757666,35003468,18621695,4513784,10035391,1496333,7017940,5521607,5521607,934199649,1268137678,2202337327,"98034-","EVERGREEN HEALTHCARE","12040 NE 128TH STREET_KIRKLAND_WA"
"501339",777151,0.432629,966857,1230128,263271,1843335,2133041,1580064,260962,841175,112900,693113,580213,580213,33068557,236036645,269105202,"98239","WHIDBEY GENERAL HOSPITAL","101 NORTH MAIN STREET_COUPEVILLE_WA"
"520194",777154,0.190428,1597543,2930582,1333039,1536696,893550,203657,113190,113190,21555,21555,NA,NA,67635050,178342001,245977051,"53212","ORTHOPAEDIC HOSPITAL OF WISCONSIN","575 WEST RIVER WOODS PARKWAY_GLENDALE_WI"
"673083",777157,1.44462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2380616,NA,2380616,"79938","EVEREST REHAB HOSPITAL EL PASO","2230 JOE BATTLE BLVD_EL PASO_TX"
"020006",777159,0.132432,47733023,41795886,NA,5666319,9079104,5659711,30889002,31168009,4015454,4291233,279007,275779,680399136,734069719,1414468855,"99645-","MAT-SU REGIONAL MED CTR","2500 S. WOODWORTH LOOP_PALMER_AK"
"030038",777161,0.141241,30607280,62927781,32320501,64791086,38153871,32470585,56418579,75378102,7968617,26928140,18959523,18959523,1627718503,1294687466,2922405969,"85251","HONORHEALTH SCOTTSDALE OSBORN MED CT","7400 EAST OSBORN ROAD_SCOTTSDALE_AZ"
"050394",777168,0.273006,206250807,86746285,NA,1094015,1973443,1094015,1574297,1574297,429793,429793,NA,NA,810379935,1010918692,1821298627,"93003","CMH OF SAN BUENAVENTURA","147 N. BRENT STREET_VENTURA_CA"
"100107",777180,0.096564,4608589,7155223,1943826,6869943,48072594,4926117,1980583,1980583,191253,191253,NA,NA,132367732,199406495,331774227,"33936","LEHIGH REGIONAL","1500 LEE BOULEVARD_LEHIGH ACRES_FL"
"131327",777185,0.530585,5901216,9469623,3568407,8548481,2578449,4980074,691170,4041742,345698,3644717,3350572,3299019,19221858,153840006,173061864,"83843-","GRITMAN MEDICAL CENTER","700 S MAIN ST_MOSCOW_ID"
"140082",777189,0.211572,2155678,26638983,23081640,23513101,986901,431461,836362,836362,176951,176951,NA,NA,151674598,128080191,279754789,"60640","LOUIS A. WEISS MEMORIAL HOSPITAL","4646 NORTH MARINE DRIVE_CHICAGO_IL"
"140252",777194,0.235003,28138841,51215301,23076460,35315755,20491041,12239295,26494052,27470270,6226182,7202400,976218,976218,908580029,1214903319,2123483348,"60005","NORTHWEST COMMUNITY HOSPITAL","800 WEST CENTRAL ROAD_ARLINGTON HEIGHTS_IL"
"170146",777200,0.190644,11294197,14242704,NA,5640507,28488013,5640507,357033,392701,68066,103734,35668,35668,275801368,267911214,543712582,"66112","PROVIDENCE MEDICAL CENTER","8929 PARALLEL PARKWAY_KANSAS CITY_KS"
"170185",777201,0.155219,NA,NA,NA,6367892,11955388,6367892,27105336,27567501,4207263,4465938,462165,258675,449166393,630863750,1080030143,"66213","ST. LUKES SOUTH","12300 METCALF AVE._OVERLAND PARK_KS"
"170196",777202,0.230576,187198,926412,739214,823897,276459,84683,19346,20973,4461,5546,1627,1085,102300384,137277833,239578217,"67226-","KANSAS SPINE & SPECIALTY HOSPITAL","3333 N WEBB ROAD_WICHITA_KS"
"171342",777203,1.164066,115486,497157,381671,388811,18406,7140,NA,698,NA,698,698,698,2187190,5327712,7514902,"67548-","RUSH COUNTY MEMORIAL HOSPITAL","801 LOCUST_LACROSSE_KS"
"191320",777206,0.581486,NA,NA,NA,27031,65506,27031,NA,NA,NA,NA,NA,NA,11606711,7355330,18962041,"71001","BIENVILLE MEDICAL CENTER","1175 PINE STREET  SUITE 200_ARCADIA_LA"
"250038",777219,0.085824,4475961,7232444,101130,2809570,5724215,2708440,26337246,26338233,2201705,2202692,987,987,94041243,292617166,386658409,"39046","MADISON RIVER OAKS MEDICAL CENTER","161 RIVER OAKS DR._CANTON_MS"
"250136",777221,0.104837,2469849,4573230,NA,421913,1114723,421913,2945072,2949621,298874,303423,4549,4549,82834211,195373754,278207965,"39232","MERIT HEALTH WOMANS HOSPITAL","1026 NORTH FLOWOOD DRIVE_FLOWOOD_MS"
"260017",777223,0.190548,38742701,45236101,6493400,14499829,30065960,8006429,2986941,4510878,569156,2093093,1523937,1523937,354312222,902635653,1256947875,"65401","PHELPS COUNTY REGIONAL MEDICAL CNTR","1000 WEST 10TH STREET_ROLLA_MO"
"260024",777224,0.421844,6083138,7508056,1424918,2664177,2958031,1239259,NA,NA,NA,NA,NA,NA,14563586,66377758,80941344,"65483","TEXAS COUNTY MEMORIAL HOSPITAL","1333 S. SAM HOUSTON BOULEVARD_HOUSTON_MO"
"260068",777227,0.248267,25688616,22517959,NA,7754339,18491403,7754339,8414429,9447784,2089025,3122380,1033355,1033355,609690694,630227524,1239918218,"65201","BOONE HOSPITAL CENTER","1600 E BROADWAY_COLUMBIA_MO"
"260097",777229,0.328184,9506941,15151338,5358850,7841714,6846279,2482864,251719,398885,82610,229776,147166,147166,50741596,266632448,317374044,"64093-","WESTERN MISSOURI MEDICAL CENTER","403 BURKARTH ROAD_WARRENSBURG_MO"
"260119",777230,0.092209,53517915,52586822,NA,5135800,17051226,5135800,37269197,37272391,3434455,3437649,3194,3194,1024872718,1038091030,2062963748,"63901","POPLAR BLUFF REGIONAL MEDICAL CENTER","3100 OAK GROVE ROAD_POPLAR BLUFF_MO"
"260193",777235,0.148686,7730300,8830670,4964986,5118693,439163,153707,NA,NA,NA,NA,NA,NA,217713514,218460765,436174279,"64014","ST MARYS MEDICAL CENTER","201 WEST RD MIZE ROAD_BLUE SPRINGS_MO"
"270023",777238,0.277279,23553740,34354732,NA,2914687,4613730,2914687,5256535,5438309,1457527,1624353,181774,166826,218814884,404294284,623109168,"59801","COMMUNITY MEDICAL CENTER","2827 FORT MISSOULA ROAD_MISSOULA_MT"
"271330",777239,0.689091,282994,307983,NA,278380,155786,278380,130632,215680,90017,175065,85048,85048,1927146,7190772,9117918,"59019","STILLWATER BILLINGS CLINIC","710 N. 11TH STREET_COLUMBUS_MT"
"280139",777240,0.421819,5578514,10455486,4876972,7225407,3453779,2348435,873625,1399110,368512,893997,525485,525485,67010478,118539640,185550118,"68803","GRAND ISLAND REGIONAL MEDICAL CENTER","3533 PRAIRIEVIEW ST_GRAND ISLAND_NE"
"320074",777243,0.094662,13717355,14202650,NA,935228,3548451,935228,5799133,5866323,548958,578844,67190,29886,151633539,394410537,546044076,"87114","LOVELACE WESTSIDE HOSPITAL","10501 GOLF COURSE ROAD NW_ALBUQUERQUE_NM"
"330233",777244,0.578819,341360041,413684719,72324678,108129845,13360392,35805167,43036020,46255967,24909568,28113102,3219947,3203534,1130486745,544364326,1674851071,"11212","BROOKDALE HOSPITAL MEDICAL CENTER","ONE BROOKDALE PLAZA_BROOKLYN_NY"
"341314",777257,0.67829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10916644,12686587,23603231,"27962","CAH #1 - WASHINGTON","958 US HIGHWAY 64 EAST_PLYMOUTH_NC"
"360020",777258,0.162157,190571720,215442053,24870333,82254251,41707803,57383918,59291782,99890808,9614577,50213603,40599026,40599026,3152483522,3132583619,6285067141,"44308-","SUMMA HEALTH SYSTEM","525 E. MARKET STREET_AKRON_OH"
"360359",777259,0.247506,14835700,33370268,18534568,26786363,10331333,8251795,5199609,9573066,1286934,5660391,4373457,4373457,411047036,670960894,1082007930,"44122","UH AHUJA MEDICAL CENTER","3999 RICHMOND ROAD_BEACHWOOD_OH"
"361300",777260,0.443171,1106780,2832294,1725514,2405312,1167977,679798,176260,278336,78113,180189,102076,102076,4055643,48682181,52737824,"45879-9235","PAULDING COUNTY HOSPITAL","1035 WEST WAYNE STREET_PAULDING_OH"
"361313",777261,0.414592,1791928,4357212,NA,1559886,2705137,1559886,278581,619627,115497,456543,341046,341046,3859648,51429404,55289052,"43338-","MORROW COUNTY HOSPITAL","651 WEST MARION ROAD_MOUNT GILEAD_OH"
"361318",777262,0.243066,5139260,8664280,1956476,3142535,2372420,1186059,1713723,1819083,416548,521908,105360,105360,18537487,124607536,143145023,"44830-1437","FOSTORIA COMMUNITY HOSPITAL","501 VAN BUREN STREET_FOSTORIA_OH"
"440058",777268,0.111148,7273860,11214106,2491050,5687303,9310112,3192160,18491814,18491814,2055328,2055328,NA,NA,200658278,420408478,621066756,"37398","SOUTHERN TENNESSEE MEDICAL CENTER","185 HOSPITAL ROAD_WINCHESTER_TN"
"451395",777280,0.198042,5404804,6980639,NA,3350556,2741193,3348988,13953667,13977018,2763052,2786403,23351,23351,46328620,110910292,157238912,"76645","HILL REGIONAL HOSPITAL","101 CIRCLE DRIVE_HILLSBORO_TX"
"460014",777282,0.205432,10910477,8065511,NA,4116146,15806381,4116146,4102990,4125181,842885,865076,22191,22191,54001898,216012126,270014024,"84074","MOUNTAIN WEST MEDICAL CENTER","211 SOUTH 100 EAST_TOOELE_UT"
"460052",777284,0.160457,15589545,10786401,NA,5548408,3498471,5459774,22154880,23483672,3554906,4883159,1328792,1328253,275006100,383909002,658915102,"84057-","TIMPANOGOS REGIONAL HOSPITAL","750 WEST 800 NORTH_OREM_UT"
"490097",777286,0.09784,3872865,6577841,NA,1116282,4522988,1116282,5942526,6031932,581417,648009,89406,66592,41696826,209011719,250708545,"23847","SOUTHERN VIRGINIA REGIONAL MED. CTR.","214 WEAVER AVENUE_EMPORIA_VA"
"500084",777287,0.254867,4775143,11538336,6763193,9547137,8332609,2783944,808723,1262843,206117,660237,454120,454120,36332669,151920614,188253283,"98272-0646","EVERGREEN HEALTH MONROE","14701 179TH SE_MONROE_WA"
"501325",777288,0.69024,2649343,4535423,1743704,2358263,896552,614559,NA,NA,NA,NA,NA,NA,9296593,45102070,54398663,"98331-","FORKS COMMUNITY HOSPITAL","530 BOGACHIEL WAY_FORKS_WA"
"510002",777289,0.264803,12863245,17402632,4270647,5446025,3121812,1141637,632489,751832,167485,286828,119343,119343,75016146,218052072,293068218,"24970","GREENBRIER VALLEY MEDICAL CENTER","1320 MAPLEWOOD AVENUE_RONCEVERTE_WV"
"050309",777301,0.226324,104869603,156956784,29684069,49662180,29972697,17747166,43403932,44438462,9823352,10741212,1034530,917860,2356787315,1410925230,3767712545,"95661-3037","SUTTER ROSEVILLE MEDICAL CENTER","1 MEDICAL PLAZA_ROSEVILLE_CA"
"050481",777302,0.069206,17418253,36278225,17957505,25656333,6180256,7474479,70196155,72238617,4857995,6890686,2042462,2032691,1947314016,1065656178,3012970194,"91307","WEST HILLS HOSPITAL","7300 MEDICAL CENTER DRIVE_WEST HILLS_CA"
"050543",777303,0.507478,31187504,43074086,NA,852975,492957,828125,182610,715961,92671,626022,533351,533351,99947451,6310206,106257657,"92627","COLLEGE HOSPITAL COSTA MESA","301 VICTORIA STREET_COSTA MESA_CA"
